158,252,258,252,258,276,158,276,text
276,250,342,250,342,274,276,274,text
261,578,308,578,308,602,261,602,text
90,524,145,524,145,547,90,547,text
151,525,186,525,186,546,151,546,text
188,525,235,525,235,546,188,546,text
239,526,310,526,310,547,239,547,text
313,526,463,526,463,547,313,547,text
104,552,168,552,168,572,104,572,text
173,551,239,551,239,572,173,572,text
243,551,290,551,290,571,243,571,text
293,552,363,552,363,572,293,572,text
367,550,472,550,472,571,367,571,text
336,409,381,409,381,425,336,425,text
328,427,391,427,391,442,328,442,text
348,461,440,461,440,476,348,476,text
348,479,440,479,440,493,348,493,text
152,477,243,477,243,492,152,492,text
152,290,192,290,192,306,152,306,text
241,289,281,289,281,305,241,305,text
300,289,340,289,340,306,300,306,text
154,309,232,309,232,322,154,322,text
243,307,290,307,290,322,243,322,text
301,308,379,308,379,323,301,323,text
154,359,194,359,194,373,154,373,text
154,376,242,376,242,394,154,394,text
251,376,281,376,281,392,251,392,text
154,410,212,410,212,425,154,425,text
220,410,244,410,244,424,220,424,text
151,428,252,428,252,443,151,443,text
152,444,188,444,188,458,152,458,text
193,444,235,444,235,458,193,458,text
154,461,185,461,185,474,154,474,text
189,461,223,461,223,475,189,475,text
