123,130,344,130,344,189,123,189,text
388,200,518,200,518,226,388,226,text
337,279,510,279,510,306,337,306,text
416,315,511,315,511,344,416,344,text
353,360,510,360,510,381,353,381,text
354,384,510,384,510,404,354,404,text
43,390,141,390,141,406,43,406,text
146,386,238,386,238,406,146,406,text
15,323,128,323,128,344,15,344,text
137,321,190,321,190,344,137,344,text
197,322,236,322,236,345,197,345,text
245,321,354,321,354,344,245,344,text
41,364,165,364,165,384,41,384,text
172,362,259,362,259,382,172,382,text
71,243,150,243,150,262,71,262,text
19,240,61,240,61,261,19,261,text
175,224,224,224,224,244,175,244,text
234,224,318,224,318,244,234,244,text
329,224,357,224,357,244,329,244,text
157,198,223,198,223,220,157,220,text
234,201,262,201,262,221,234,221,text
43,200,125,200,125,220,43,220,text
124,223,159,223,159,241,124,241,text
58,222,111,222,111,239,58,239,text
20,221,49,221,49,237,20,237,text
