115,215,154,215,154,226,115,226,text
159,215,204,215,204,226,159,226,text
68,295,109,295,109,308,68,308,text
115,294,142,294,142,308,115,308,text
117,271,149,271,149,282,117,282,text
82,272,114,272,114,282,82,282,text
56,272,78,272,78,283,56,283,text
10,236,54,236,54,245,10,245,text
58,235,102,235,102,245,58,245,text
106,236,133,236,133,246,106,246,text
10,257,121,257,121,267,10,267,text
125,257,176,257,176,266,125,266,text
11,246,79,246,79,256,11,256,text
83,247,152,247,152,255,83,255,text
154,245,180,245,180,255,154,255,text
108,183,135,183,135,195,108,195,text
164,133,203,133,203,144,164,144,text
170,186,202,186,202,196,170,196,text
160,146,202,146,202,155,160,155,text
161,156,204,156,204,165,161,165,text
164,166,204,166,204,174,164,174,text
164,176,204,176,204,185,164,185,text
16,186,35,186,35,195,16,195,text
12,7,44,7,44,17,12,17,text
46,7,85,7,85,18,46,18,text
9,27,32,27,32,36,9,36,text
35,27,60,27,60,36,35,36,text
64,27,91,27,91,36,64,36,text
12,37,67,37,67,46,12,46,text
71,37,96,37,96,46,71,46,text
100,36,144,36,144,46,100,46,text
149,37,194,37,194,47,149,47,text
11,47,37,47,37,56,11,56,text
41,47,90,47,90,56,41,56,text
95,48,127,48,127,57,95,57,text
10,57,61,57,61,66,10,66,text
64,58,80,58,80,67,64,67,text
12,67,44,67,44,77,12,77,text
11,88,61,88,61,97,11,97,text
65,87,106,87,106,96,65,96,text
11,98,66,98,66,107,11,107,text
70,97,121,97,121,106,70,106,text
11,116,65,116,65,125,11,125,text
12,135,20,135,20,145,12,145,text
24,135,78,135,78,145,24,145,text
13,146,24,146,24,154,13,154,text
28,146,67,146,67,154,28,154,text
12,155,24,155,24,164,12,164,text
28,156,84,156,84,164,28,164,text
12,176,18,176,18,184,12,184,text
23,176,43,176,43,184,23,184,text
23,166,54,166,54,175,23,175,text
12,166,21,166,21,174,12,174,text
