110,17,180,17,180,30,110,30,text
110,33,137,33,137,47,110,47,text
143,33,176,33,176,48,143,48,text
90,49,113,49,113,62,90,62,text
117,49,143,49,143,63,117,63,text
149,49,190,49,190,62,149,62,text
90,64,123,64,123,78,90,78,text
130,64,145,64,145,78,130,78,text
154,64,191,64,191,78,154,78,text
72,95,136,95,136,110,72,110,text
150,95,203,95,203,109,150,109,text
5,125,40,125,40,142,5,142,text
44,127,74,127,74,141,44,141,text
212,124,285,124,285,140,212,140,text
234,142,285,142,285,155,234,155,text
247,158,286,158,286,173,247,173,text
6,144,41,144,41,158,6,158,text
45,143,77,143,77,157,45,157,text
4,177,41,177,41,191,4,191,text
45,176,79,176,79,191,45,191,text
91,176,140,176,140,192,91,192,text
4,207,72,207,72,225,4,225,text
79,207,148,207,148,225,79,225,text
248,206,286,206,286,223,248,223,text
2,240,58,240,58,257,2,257,text
4,259,28,259,28,272,4,272,text
249,241,288,241,288,255,249,255,text
256,258,289,258,289,274,256,274,text
3,290,59,290,59,307,3,307,text
71,288,100,288,100,306,71,306,text
110,288,176,288,176,305,110,305,text
213,288,288,288,288,307,213,307,text
3,324,72,324,72,340,3,340,text
78,323,195,323,195,339,78,339,text
249,325,288,325,288,342,249,342,text
14,342,98,342,98,357,14,357,text
64,391,99,391,99,407,64,407,text
103,392,127,392,127,407,103,407,text
131,390,153,390,153,407,131,407,text
157,390,220,390,220,408,157,408,text
102,425,141,425,141,441,102,441,text
145,423,188,423,188,440,145,440,text
