100,135,278,135,278,175,100,175,text
343,144,423,144,423,178,343,178,text
147,235,272,235,272,258,147,258,text
280,238,446,238,446,262,280,262,text
147,277,194,277,194,296,147,296,text
278,281,328,281,328,299,278,299,text
406,283,445,283,445,301,406,301,text
121,299,229,299,229,320,121,320,text
248,303,334,303,334,321,248,321,text
343,304,370,304,370,322,343,322,text
384,304,478,304,478,325,384,325,text
117,340,139,340,139,361,117,361,text
148,342,227,342,227,362,148,362,text
235,343,360,343,360,363,235,363,text
114,363,230,363,230,385,114,385,text
266,366,324,366,324,387,266,387,text
114,406,239,406,239,427,114,427,text
116,430,278,430,278,450,116,450,text
397,475,475,475,475,500,397,500,text
108,495,233,495,233,518,108,518,text
108,473,221,473,221,492,108,492,text
105,537,142,537,142,561,105,561,text
151,539,240,539,240,564,151,564,text
250,540,289,540,289,564,250,564,text
418,543,476,543,476,567,418,567,text
100,584,170,584,170,607,100,607,text
179,584,262,584,262,607,179,607,text
96,609,202,609,202,633,96,633,text
212,609,292,609,292,635,212,635,text
370,587,480,587,480,612,370,612,text
348,614,479,614,479,637,348,637,text
336,188,371,188,371,207,336,207,text
390,189,467,189,467,207,390,207,text
471,189,522,189,522,205,471,205,text
334,209,386,209,386,225,334,225,text
389,210,417,210,417,226,389,226,text
419,210,481,210,481,226,419,226,text
373,190,388,190,388,206,373,206,text
89,679,134,679,134,705,89,705,text
146,682,276,682,276,709,146,709,text
289,684,312,684,312,709,289,709,text
322,687,418,687,418,712,322,712,text
431,687,456,687,456,716,431,716,text
65,732,115,732,115,755,65,755,text
127,734,173,734,173,756,127,756,text
188,735,223,735,223,757,188,757,text
235,739,272,739,272,756,235,756,text
282,740,323,740,323,756,282,756,text
336,742,371,742,371,755,336,755,text
153,711,192,711,192,730,153,730,text
200,711,229,711,229,733,200,733,text
287,713,325,713,325,737,287,737,text
335,715,374,715,374,738,335,738,text
235,713,275,713,275,735,235,735,text
