32,426,175,426,175,454,32,454,text
370,426,514,426,514,453,370,453,text
30,379,134,379,134,410,30,410,text
21,159,138,159,138,187,21,187,text
150,162,232,162,232,188,150,188,text
439,165,540,165,540,193,439,193,text
442,197,536,197,536,225,442,225,text
464,228,535,228,535,253,464,253,text
438,258,530,258,530,280,438,280,text
389,284,526,284,526,308,389,308,text
27,335,128,335,128,359,27,359,text
28,309,144,309,144,330,28,330,text
25,280,104,280,104,304,25,304,text
25,249,89,249,89,272,25,272,text
140,336,194,336,194,359,140,359,text
151,309,205,309,205,331,151,331,text
214,308,254,308,254,330,214,330,text
111,279,205,279,205,304,111,304,text
245,284,272,284,272,301,245,301,text
250,170,268,170,268,185,250,185,text
249,197,268,197,268,214,249,214,text
249,257,266,257,266,273,249,273,text
100,252,182,252,182,276,100,276,text
20,220,139,220,139,246,20,246,text
148,223,228,223,228,247,148,247,text
250,226,269,226,269,245,250,245,text
19,102,115,102,115,130,19,130,text
250,106,272,106,272,127,250,127,text
277,106,334,106,334,134,277,134,text
343,105,450,105,450,135,343,135,text
277,76,413,76,413,102,277,102,text
252,78,270,78,270,96,252,96,text
437,48,492,48,492,75,437,75,text
250,51,272,51,272,67,250,67,text
22,73,166,73,166,99,22,99,text
20,44,78,44,78,68,20,68,text
86,43,169,43,169,68,86,68,text
23,15,128,15,128,39,23,39,text
139,14,193,14,193,40,139,40,text
249,20,273,20,273,36,249,36,text
281,20,415,20,415,46,281,46,text
429,0,535,0,535,18,429,18,text
283,0,418,0,418,16,283,16,text
253,3,275,3,275,11,253,11,text
27,1,77,1,77,11,27,11,text
115,0,169,0,169,8,115,8,text
89,0,106,0,106,11,89,11,text
