18,13,242,13,242,33,18,33,text
75,41,180,41,180,53,75,53,text
49,77,94,77,94,87,49,87,text
96,77,152,77,152,87,96,87,text
154,78,210,78,210,87,154,87,text
59,88,79,88,79,97,59,97,text
81,88,124,88,124,96,81,96,text
126,89,198,89,198,98,126,98,text
48,108,87,108,87,118,48,118,text
89,109,138,109,138,119,89,119,text
140,109,206,109,206,118,140,118,text
62,119,88,119,88,128,62,128,text
89,121,129,121,129,128,89,128,text
131,120,194,120,194,129,131,129,text
104,131,156,131,156,139,104,139,text
99,382,153,382,153,393,99,393,text
88,360,163,360,163,370,88,370,text
88,316,144,316,144,326,88,326,text
219,316,242,316,242,326,219,326,text
81,292,130,292,130,305,81,305,text
134,292,168,292,168,305,134,305,text
10,160,64,160,64,170,10,170,text
218,161,240,161,240,169,218,169,text
220,173,240,173,240,181,220,181,text
220,184,241,184,241,192,220,192,text
219,194,240,194,240,204,219,204,text
197,216,237,216,237,226,197,226,text
78,216,105,216,105,226,78,226,text
10,194,49,194,49,202,10,202,text
51,194,94,194,94,204,51,204,text
11,172,52,172,52,182,11,182,text
54,172,86,172,86,181,54,181,text
10,249,30,249,30,259,10,259,text
32,249,62,249,62,259,32,259,text
125,248,149,248,149,258,125,258,text
10,272,85,272,85,281,10,281,text
11,261,87,261,87,269,11,269,text
