82,416,143,416,143,428,82,428,text
158,417,222,417,222,425,158,425,text
107,440,190,440,190,449,107,449,text
7,335,39,335,39,346,7,346,text
75,336,108,336,108,345,75,345,text
112,336,140,336,140,346,112,346,text
145,336,171,336,171,344,145,344,text
176,336,203,336,203,346,176,346,text
209,334,237,334,237,346,209,346,text
240,334,266,334,266,345,240,345,text
88,309,149,309,149,323,88,323,text
161,308,237,308,237,322,161,322,text
147,290,258,290,258,301,147,301,text
81,280,145,280,145,290,81,290,text
61,306,78,306,78,324,61,324,text
158,278,214,278,214,288,158,288,text
114,24,244,24,244,39,114,39,text
10,94,66,94,66,107,10,107,text
91,60,209,60,209,69,91,69,text
95,70,204,70,204,78,95,78,text
76,86,221,86,221,94,76,94,text
76,96,156,96,156,104,76,104,text
178,96,218,96,218,104,178,104,text
232,96,292,96,292,105,232,105,text
12,112,19,112,19,122,12,122,text
33,114,69,114,69,125,33,125,text
74,114,94,114,94,125,74,125,text
123,112,197,112,197,124,123,124,text
220,113,258,113,258,125,220,125,text
132,153,186,153,186,160,132,160,text
222,152,258,152,258,160,222,160,text
101,178,129,178,129,188,101,188,text
134,180,163,180,163,189,134,189,text
12,204,57,204,57,211,12,211,text
133,163,152,163,152,169,133,169,text
133,171,165,171,165,178,133,178,text
223,162,258,162,258,169,223,169,text
224,172,256,172,256,179,224,179,text
223,181,257,181,257,188,223,188,text
247,203,272,203,272,211,247,211,text
11,258,65,258,65,266,11,266,text
69,257,133,257,133,265,69,265,text
10,248,57,248,57,255,10,255,text
61,250,111,250,111,256,61,256,text
125,248,172,248,172,256,125,256,text
11,239,79,239,79,247,11,247,text
94,240,122,240,122,247,94,247,text
99,209,140,209,140,219,99,219,text
11,212,75,212,75,219,11,219,text
9,222,45,222,45,228,9,228,text
68,221,108,221,108,229,68,229,text
11,230,63,230,63,238,11,238,text
81,230,122,230,122,238,81,238,text
