49,68,153,68,153,89,49,89,text
158,68,206,68,206,88,158,88,text
214,68,253,68,253,88,214,88,text
89,118,125,118,125,138,89,138,text
131,120,181,120,181,141,131,141,text
186,117,212,117,212,138,186,138,text
83,148,217,148,217,170,83,170,text
35,183,124,183,124,198,35,198,text
19,213,63,213,63,227,19,227,text
10,274,20,274,20,286,10,286,text
29,274,120,274,120,286,29,286,text
183,274,222,274,222,286,183,286,text
10,288,19,288,19,298,10,298,text
29,289,82,289,82,299,29,299,text
11,300,19,300,19,313,11,313,text
29,301,109,301,109,313,29,313,text
191,301,221,301,221,313,191,313,text
192,288,221,288,221,299,192,299,text
15,369,23,369,23,382,15,382,text
49,371,90,371,90,382,49,382,text
14,384,46,384,46,395,14,395,text
49,384,87,384,87,395,49,395,text
126,384,155,384,155,395,126,395,text
15,397,61,397,61,408,15,408,text
63,396,95,396,95,408,63,408,text
104,397,164,397,164,407,104,407,text
116,409,154,409,154,421,116,421,text
14,411,70,411,70,422,14,422,text
31,423,119,423,119,433,31,433,text
112,445,188,445,188,458,112,458,text
245,370,281,370,281,382,245,382,text
243,384,282,384,282,396,243,396,text
