166,237,422,237,422,297,166,297,text
27,321,165,321,165,348,27,348,text
201,326,291,326,291,353,201,353,text
306,327,439,327,439,356,306,356,text
30,352,158,352,158,381,30,381,text
219,359,329,359,329,389,219,389,text
339,359,405,359,405,390,339,390,text
32,385,66,385,66,413,32,413,text
79,384,145,384,145,415,79,415,text
156,392,251,392,251,414,156,414,text
261,392,374,392,374,417,261,417,text
31,418,127,418,127,442,31,442,text
137,418,237,418,237,445,137,445,text
261,424,301,424,301,446,261,446,text
34,474,101,474,101,503,34,503,text
35,506,126,506,126,531,35,531,text
140,505,186,505,186,532,140,532,text
32,537,189,537,189,560,32,560,text
392,481,465,481,465,509,392,509,text
352,540,443,540,443,567,352,567,text
377,512,444,512,444,535,377,535,text
216,596,276,596,276,626,216,626,text
33,567,97,567,97,590,33,590,text
107,566,232,566,232,592,107,592,text
31,621,96,621,96,649,31,649,text
106,622,170,622,170,649,106,649,text
32,654,110,654,110,677,32,677,text
30,681,93,681,93,705,30,705,text
103,683,152,683,152,707,103,707,text
347,657,439,657,439,684,347,684,text
32,712,108,712,108,737,32,737,text
120,712,169,712,169,739,120,739,text
290,688,438,688,438,712,290,712,text
287,716,436,716,436,745,287,745,text
31,767,78,767,78,789,31,789,text
85,769,144,769,144,791,85,791,text
154,772,196,772,196,793,154,793,text
199,772,260,772,260,793,199,793,text
271,773,342,773,342,795,271,795,text
348,776,388,776,388,793,348,793,text
395,775,446,775,446,794,395,794,text
28,792,76,792,76,812,28,812,text
85,793,135,793,135,813,85,813,text
145,796,219,796,219,814,145,814,text
226,796,261,796,261,814,226,814,text
268,798,347,798,347,817,268,817,text
153,852,367,852,367,882,153,882,text
155,896,181,896,181,917,155,917,text
184,897,290,897,290,917,184,917,text
293,897,322,897,322,915,293,915,text
411,893,449,893,449,915,411,915,text
389,893,408,893,408,915,389,915,text
325,896,387,896,387,914,325,914,text
154,923,203,923,203,945,154,945,text
209,922,241,922,241,942,209,942,text
244,922,341,922,341,940,244,940,text
345,920,416,920,416,943,345,943,text
421,918,467,918,467,945,421,945,text
54,910,88,910,88,926,54,926,text
93,909,139,909,139,925,93,925,text
53,928,135,928,135,943,53,943,text
