41,5,157,5,157,17,41,17,text
10,26,102,26,102,36,10,36,text
12,37,85,37,85,46,12,46,text
12,47,56,47,56,56,12,56,text
11,57,62,57,62,66,11,66,text
12,67,42,67,42,77,12,77,text
12,87,93,87,93,96,12,96,text
12,97,93,97,93,107,12,107,text
12,116,70,116,70,126,12,126,text
11,135,75,135,75,144,11,144,text
11,145,73,145,73,154,11,154,text
12,155,85,155,85,165,12,165,text
11,185,54,185,54,194,11,194,text
12,195,54,195,54,205,12,205,text
152,155,190,155,190,164,152,164,text
152,136,188,136,188,144,152,144,text
152,145,188,145,188,154,152,154,text
126,185,186,185,186,194,126,194,text
126,196,184,196,184,205,126,205,text
102,215,175,215,175,227,102,227,text
66,295,111,295,111,308,66,308,text
113,295,144,295,144,306,113,306,text
27,270,38,270,38,282,27,282,text
44,272,93,272,93,282,44,282,text
95,271,138,271,138,283,95,283,text
143,272,190,272,190,283,143,283,text
12,236,55,236,55,245,12,245,text
59,236,104,236,104,245,59,245,text
109,235,148,235,148,245,109,245,text
152,236,180,236,180,246,152,246,text
11,256,103,256,103,267,11,267,text
109,257,170,257,170,266,109,266,text
156,247,179,247,179,256,156,256,text
84,247,151,247,151,255,84,255,text
12,246,80,246,80,255,12,255,text
