22,27,48,27,48,54,22,54,text
58,27,170,27,170,52,58,52,text
179,25,229,25,229,47,179,47,text
238,23,321,23,321,46,238,46,text
322,50,489,50,489,79,322,79,text
21,108,120,108,120,132,21,132,text
127,108,175,108,175,134,127,134,text
183,106,221,106,221,129,183,129,text
401,98,489,98,489,127,401,127,text
423,130,490,130,490,152,423,152,text
401,158,492,158,492,187,401,187,text
21,138,133,138,133,161,21,161,text
24,164,85,164,85,188,24,188,text
92,164,210,164,210,188,92,188,text
44,218,133,218,133,243,44,243,text
338,212,495,212,495,240,338,240,text
25,276,79,276,79,299,25,299,text
82,274,133,274,133,298,82,298,text
138,274,199,274,199,297,138,297,text
208,270,248,270,248,296,208,296,text
255,270,341,270,341,296,255,296,text
350,268,379,268,379,296,350,296,text
383,267,424,267,424,295,383,295,text
430,266,494,266,494,295,430,295,text
70,302,181,302,181,328,70,328,text
185,302,248,302,248,326,185,326,text
257,300,343,300,343,323,257,323,text
350,299,447,299,447,324,350,324,text
36,332,90,332,90,354,36,354,text
95,330,179,330,179,352,95,352,text
187,328,312,328,312,352,187,352,text
317,326,333,326,333,351,317,351,text
340,329,406,329,406,350,340,350,text
413,327,488,327,488,348,413,348,text
25,358,65,358,65,382,25,382,text
72,358,149,358,149,382,72,382,text
153,356,191,356,191,382,153,382,text
199,357,243,357,243,382,199,382,text
248,356,388,356,388,381,248,381,text
402,355,500,355,500,379,402,379,text
25,386,170,386,170,413,25,413,text
177,386,291,386,291,412,177,412,text
295,384,352,384,352,410,295,410,text
357,385,503,385,503,407,357,407,text
178,442,253,442,253,468,178,468,text
263,442,345,442,345,469,263,469,text
40,504,138,504,138,532,40,532,text
144,501,208,501,208,529,144,529,text
217,499,281,499,281,531,217,531,text
288,500,344,500,344,530,288,530,text
349,499,428,499,428,526,349,526,text
435,498,491,498,491,530,435,530,text
